,Spot,Up,Down
4800,81.309998,51.31,50.0
4801,79.699997,46.7,46.7
4802,77.379997,44.74,26.13
4803,77.93,43.48,26.13
4804,80.900002,43.79,31.0
4805,99.029999,44.79,31.0
4806,114.849998,46.9,28.0
4807,111.360001,67.25,32.07
4808,102.110001,75.44,75.44
4809,93.010002,83.98,51.5
4810,88.919998,84.0,54.0
4811,85.0,89.1,53.0
4812,78.300003,87.94,54.0
4813,75.870003,87.43,52.0
4814,78.449997,84.55,50.0
4815,80.300003,86.87,48.0
4816,86.519997,85.94,45.0
4817,98.339996,85.2,51.02
4818,106.0,85.32,51.98
4819,112.699997,91.41,55.0
4820,109.970001,90.96,55.0
4821,106.0,83.55,55.0
4822,91.0,83.99,55.0
4823,82.010002,83.56,57.0
4824,78.18,55.08,55.08
4825,76.150002,45.21,45.21
4826,76.5,42.45,38.0
4827,76.300003,41.07,38.0
4828,80.0,40.93,34.0
4829,93.260002,41.87,31.0
4830,106.559998,74.01,31.0
4831,108.449997,91.6,91.6
4832,95.910004,88.23,66.0
4833,87.07,99.99,66.0
4834,79.980003,90.19,57.0
4835,79.610001,95.05,95.05
4836,76.440002,94.58,94.58
4837,75.93,92.91,92.91
4838,77.040001,86.94,58.0
4839,82.629997,72.21,56.0
4840,90.730003,63.94,56.0
4841,101.779999,65.77,65.77
4842,113.589996,62.86,62.86
4843,111.440002,69.84,69.84
4844,110.0,70.32,70.32
4845,104.589996,66.43,60.69
4846,95.5,63.58,60.34
4847,83.010002,59.91,58.0
4848,77.360001,47.91,47.91
4849,75.989998,40.45,40.45
4850,75.010002,36.25,36.25
4851,74.120003,32.58,32.58
4852,78.099998,31.69,31.69
4853,95.059998,32.88,32.88
4854,103.769997,41.11,41.11
4855,105.25,62.89,48.0
4856,96.919998,76.28,56.0
4857,88.080002,70.05,55.5
4858,85.370003,70.09,55.5
4859,81.32,74.92,55.5
4860,78.589996,64.71,64.71
4861,75.639999,63.91,56.0
4862,74.0,65.84,56.0
4863,79.919998,68.77,54.0
4864,87.980003,62.98,54.0
4865,95.959999,63.57,54.0
4866,102.0,63.92,56.0
4867,105.0,74.46,74.46
4868,102.029999,70.04,70.04
4869,97.059998,64.99,62.7
4870,83.940002,65.57,65.57
4871,86.029999,62.53,62.53
4872,80.099998,62.0,46.34
4873,76.489998,46.86,27.0
4874,75.099998,46.1,25.0
4875,76.669998,46.15,25.0
4876,83.029999,45.91,29.0
4877,94.419998,46.27,29.0
4878,105.629997,47.95,29.0
4879,106.910004,84.17,31.0
4880,98.059998,81.32,81.32
4881,93.010002,88.37,88.37
4882,89.949997,84.3,84.3
4883,88.089996,83.69,83.69
4884,79.190002,85.28,85.28
4885,74.510002,88.09,88.09
4886,75.010002,86.37,86.37
4887,75.800003,80.22,80.22
4888,85.449997,87.25,87.25
4889,93.550003,90.81,90.81
4890,103.419998,85.45,85.45
4891,106.010002,93.55,93.55
4892,99.720001,103.42,103.42
4893,95.150002,100.02,100.02
4894,89.919998,92.96,92.96
4895,85.0,89.99,89.99
4896,80.419998,79.83,79.83
4897,76.300003,51.48,51.48
4898,71.279999,51.11,51.11
4899,70.330002,50.69,50.69
4900,69.870003,52.2,50.33
4901,71.300003,55.53,50.13
4902,75.860001,56.0,50.69
4903,78.300003,67.07,67.07
4904,78.809998,72.43,72.43
4905,75.529999,70.84,70.84
4906,72.029999,73.66,73.66
4907,70.300003,76.77,76.77
4908,64.040001,78.52,78.52
4909,63.099998,77.46,77.46
4910,65.010002,76.72,76.72
4911,68.910004,76.2,76.2
4912,77.720001,76.38,76.38
4913,85.07,76.99,55.33
4914,90.209999,77.72,56.0
4915,90.040001,85.07,85.07
4916,87.0,90.21,90.21
4917,79.5,89.97,89.97
4918,61.049999,75.5,75.5
4919,59.060001,71.05,71.05
4920,54.240002,55.1,55.1
4921,53.509998,52.0,48.46
4922,49.060001,55.0,47.33
4923,49.09,55.0,46.68
4924,49.099998,56.96,47.02
4925,49.080002,59.0,46.86
4926,49.150002,57.13,47.13
4927,53.580002,55.0,47.51
4928,52.41,55.0,49.55
4929,49.23,56.7,56.1
4930,50.299999,69.35,69.35
4931,49.900002,71.73,44.0
4932,48.560001,74.09,44.0
4933,46.740002,66.91,40.0
4934,47.849998,64.23,40.0
4935,49.650002,62.65,32.32
4936,67.169998,63.6,40.0
4937,80.400002,84.85,44.07
4938,87.769997,89.94,51.89
4939,91.459999,89.96,89.96
4940,91.849998,89.93,89.93
4941,91.860001,138.0,89.95
4942,85.93,110.0,89.96
4943,75.400002,102.0,83.68
4944,72.599998,60.58,54.5
4945,69.940002,48.67,48.67
4946,69.07,44.62,44.62
4947,72.440002,44.74,44.74
4948,76.440002,45.93,45.93
4949,90.540001,47.12,47.12
4950,99.959999,75.08,49.97
4951,102.0,90.2,65.0
4952,99.059998,99.96,68.0
4953,91.68,102.0,102.0
4954,89.980003,99.06,99.06
4955,86.830002,92.1,92.1
4956,82.400002,120.0,92.02
4957,81.989998,120.0,92.03
4958,83.43,110.0,92.01
4959,83.410004,91.36,91.36
4960,91.730003,91.56,91.56
4961,103.410004,92.08,92.08
4962,109.0,94.2,94.2
4963,109.0,103.41,103.41
4964,104.82,109.0,109.0
4965,95.0,150.0,109.0
4966,83.940002,150.0,104.82
4967,80.080002,90.19,90.19
4968,75.300003,55.08,38.75
4969,72.550003,58.66,39.18
4970,72.169998,61.63,47.36
4971,71.019997,61.65,48.28
4972,76.019997,59.83,48.33
4973,91.150002,48.75,48.75
4974,99.919998,65.44,50.93
4975,100.980003,91.15,59.0
4976,89.269997,99.92,99.92
4977,84.080002,106.31,106.31
4978,83.669998,101.79,101.79
4979,83.0,105.55,105.55
4980,79.43,99.93,99.93
4981,78.0,132.0,103.98
4982,79.800003,137.0,107.95
4983,82.860001,101.4,101.4
4984,92.75,104.29,104.29
4985,101.440002,101.51,101.51
4986,111.940002,97.07,97.07
4987,107.790001,101.44,101.44
4988,104.739998,111.94,111.94
4989,93.989998,99.95,99.95
4990,81.419998,99.63,99.63
4991,82.589996,89.98,89.98
4992,75.410004,54.64,54.64
4993,71.099998,47.18,47.18
4994,74.040001,48.17,48.17
4995,74.410004,48.05,48.05
4996,76.809998,47.26,47.26
4997,94.919998,44.5,44.5
4998,109.290001,60.07,60.07
4999,111.860001,94.92,94.92
5000,94.949997,109.29,109.29
5001,85.080002,111.86,111.86
5002,80.010002,94.95,94.95
5003,71.029999,90.68,90.68
5004,60.790001,100.1,100.1
5005,58.619999,99.94,99.94
5006,56.360001,141.46,98.29
5007,54.599998,141.28,99.99
5008,64.139999,132.0,108.48
5009,81.290001,132.0,99.98
5010,91.129997,132.0,102.25
5011,94.93,94.96,94.96
5012,88.260002,91.13,91.13
5013,83.019997,94.93,94.93
5014,71.489998,88.26,88.26
5015,55.580002,83.02,83.02
5016,50.099998,60.0,58.78
5017,45.98,47.18,47.18
5018,43.43,45.82,45.82
5019,44.709999,44.87,44.87
5020,50.849998,43.43,39.0
5021,57.650002,43.64,34.85
5022,69.230003,50.85,50.85
5023,65.940002,74.13,74.13
5024,48.59,153.0,98.43
5025,9.83,155.0,105.3
5026,0.07,180.0,109.36
5027,0.0,174.0,105.0
5028,-4.95,150.0,115.72
5029,-8.86,130.0,114.92
5030,-1.09,130.0,112.4
5031,0.09,130.0,109.51
5032,44.689999,109.73,109.73
5033,74.980003,101.8,72.0
5034,62.490002,105.07,43.0
5035,56.02,90.93,38.0
5036,56.049999,91.35,50.0
5037,59.66,94.26,94.26
5038,55.41,89.97,70.0
5039,48.349998,89.4,89.4
5040,49.810001,41.11,41.11
5041,48.25,43.62,43.62
5042,46.860001,43.32,43.32
5043,46.209999,43.1,43.1
5044,46.650002,42.13,42.13
5045,50.130001,41.24,41.24
5046,52.610001,48.82,45.0
5047,53.630001,154.0,75.22
5048,53.130001,125.0,93.4
5049,52.619999,86.55,86.55
5050,50.310001,86.09,86.09
5051,48.700001,89.95,89.95
5052,43.48,180.0,87.56
5053,40.27,250.0,87.86
5054,43.5,189.0,86.47
5055,46.860001,139.0,89.95
5056,53.529999,86.76,86.76
5057,73.459999,125.0,84.55
5058,92.599998,125.0,84.68
5059,103.470001,88.05,88.05
5060,101.0,99.91,99.91
5061,85.0,103.47,103.47
5062,69.620003,98.07,98.07
5063,59.0,116.0,85.0
5064,53.630001,60.39,60.39
5065,41.759998,55.0,55.0
5066,38.950001,55.02,52.34
5067,35.919998,54.9,41.76
5068,33.369999,54.81,38.95
5069,40.43,50.0,35.92
5070,40.57,33.37,30.08
5071,37.41,40.43,31.41
5072,38.09,67.35,38.57
5073,41.450001,82.07,52.0
5074,41.220001,83.93,52.89
5075,41.32,83.93,83.93
5076,38.189999,83.66,83.66
5077,37.240002,83.93,83.93
5078,37.330002,79.79,79.79
5079,38.369999,73.69,73.69
5080,43.09,79.0,77.11
5081,48.77,79.0,66.03
5082,65.529999,61.37,61.37
5083,69.93,80.0,63.96
5084,69.199997,65.97,65.97
5085,63.990002,69.93,69.93
5086,58.169998,70.91,70.91
5087,50.07,100.0,63.99
5088,49.330002,62.0,48.17
5089,49.419998,55.61,49.63
5090,49.790001,48.14,48.14
5091,50.0,48.09,48.09
5092,49.25,55.0,46.06
5093,50.02,55.0,45.22
5094,56.889999,52.68,45.85
5095,57.790001,45.28,45.28
5096,57.759998,52.68,46.78
5097,59.16,52.68,49.03
5098,59.25,57.27,57.27
5099,60.099998,59.16,59.16
5100,56.029999,59.25,59.25
5101,50.060001,60.1,60.1
5102,48.939999,56.2,56.03
5103,50.869999,56.9,56.9
5104,60.59,55.0,46.0
5105,66.879997,49.65,46.0
5106,75.919998,60.1,49.0
5107,80.0,68.52,52.68
5108,76.010002,71.92,71.92
5109,71.18,60.6,58.98
5110,60.169998,60.6,58.88
5111,61.32,60.6,54.52
5112,56.049999,60.6,47.4
5113,54.709999,48.66,48.66
5114,51.240002,44.5,44.5
5115,51.259998,52.0,43.8
5116,59.240002,50.06,35.98
5117,82.18,44.18,35.98
5118,89.919998,49.95,35.97
5119,97.470001,83.6,83.6
5120,87.739998,89.92,89.92
5121,82.800003,121.0,97.47
5122,79.949997,121.0,93.53
5123,76.830002,119.0,93.24
5124,70.080002,97.27,97.27
5125,64.199997,97.03,97.03
5126,68.669998,96.78,96.78
5127,69.970001,94.08,94.08
5128,82.349998,119.0,91.6
5129,95.599998,125.0,94.03
5130,108.410004,125.0,94.07
5131,116.699997,125.0,95.6
5132,117.519997,96.76,96.76
5133,104.970001,62.05,62.05
5134,92.910004,64.0,58.83
5135,85.419998,64.0,56.43
5136,78.589996,63.0,48.0
5137,77.790001,60.0,51.28
5138,75.029999,49.1,49.1
5139,75.010002,46.37,46.37
5140,78.779999,44.99,44.99
5141,100.82,45.03,43.0
5142,130.0,51.59,47.09
5143,118.519997,54.41,46.36
5144,104.059998,64.0,60.41
5145,96.230003,64.0,60.95
5146,95.209999,64.0,59.88
5147,94.790001,69.59,56.0
5148,88.959999,65.75,56.0
5149,85.480003,59.79,56.0
5150,85.419998,59.72,59.72
5151,87.93,59.89,59.89
5152,99.790001,59.73,59.73
5153,115.419998,59.69,59.69
5154,119.519997,59.99,59.99
5155,117.760002,60.02,60.02
5156,110.0,59.93,59.93
5157,104.900002,59.64,59.64
5158,90.82,58.81,58.81
5159,86.099998,55.15,55.15
5160,80.230003,50.98,47.4
5161,77.019997,52.7,40.07
5162,76.650002,51.62,40.23
5163,77.800003,51.23,41.21
5164,83.480003,50.98,40.38
5165,96.25,51.97,45.14
5166,108.230003,54.87,52.0
5167,123.040001,64.0,48.0
5168,114.68,105.0,61.87
5169,110.769997,100.0,66.9
5170,101.980003,119.0,73.28
5171,98.440002,123.52,77.0
5172,95.910004,63.3,63.3
5173,90.830002,70.03,70.03
5174,90.019997,66.26,66.26
5175,88.910004,71.16,71.16
5176,95.970001,79.03,79.03
5177,107.459999,93.3,93.3
5178,128.940002,99.56,57.0
5179,124.0,98.5,58.36
5180,110.099998,99.45,58.36
5181,99.220001,63.27,58.36
5182,90.029999,61.79,61.79
5183,85.529999,63.0,61.43
5184,80.989998,63.0,59.54
5185,78.150002,62.0,58.0
5186,78.150002,64.21,57.12
5187,78.760002,64.21,54.95
5188,82.949997,64.21,53.61
5189,98.040001,64.21,55.49
5190,125.099998,64.21,59.08
5191,126.199997,80.17,80.17
5192,115.290001,75.66,75.66
5193,108.139999,80.42,80.42
5194,101.0,83.35,83.35
5195,99.0,90.07,90.07
5196,88.790001,91.51,91.51
5197,82.989998,87.71,87.71
5198,81.480003,90.03,90.03
5199,85.110001,88.33,88.33
5200,91.660004,90.01,61.3
5201,107.480003,84.99,61.19
5202,110.949997,82.8,61.5
5203,111.739998,88.88,88.88
5204,97.129997,95.9,95.9
5205,83.0,105.0,63.85
5206,70.599998,120.0,77.88
5207,65.029999,120.0,63.42
5208,63.5,86.0,51.95
5209,62.970001,57.04,57.04
5210,64.07,55.91,50.0
5211,64.230003,55.08,50.0
5212,66.449997,55.8,49.71
5213,81.43,55.87,49.67
5214,90.0,57.82,51.0
5215,94.980003,129.0,80.01
5216,86.129997,108.0,84.23
5217,77.519997,91.81,91.81
5218,69.080002,86.13,86.13
5219,64.739998,81.63,81.63
5220,59.150002,82.69,82.69
5221,54.639999,84.22,57.39
5222,55.279999,82.11,56.0
5223,58.93,81.6,52.61
5224,65.209999,81.15,52.61
5225,76.089996,81.15,54.0
5226,82.959999,77.63,57.0
5227,84.269997,108.0,77.96
5228,80.980003,120.0,81.61
5229,77.330002,92.0,55.83
5230,65.93,87.0,54.74
5231,64.279999,65.0,53.21
5232,59.029999,50.32,44.13
5233,57.779999,54.48,44.29
5234,57.009998,52.82,38.0
5235,58.07,51.65,34.14
5236,60.759998,49.91,34.14
5237,60.84,44.21,38.2
5238,62.830002,45.02,38.97
5239,64.139999,51.35,51.35
5240,59.900002,55.32,55.32
5241,56.139999,57.63,57.63
5242,53.700001,57.24,57.24
5243,53.529999,55.32,55.32
5244,51.560001,53.7,53.7
5245,53.540001,53.53,53.53
5246,53.52,51.56,51.56
5247,57.009998,50.64,50.64
5248,69.080002,50.84,50.84
5249,77.0,51.64,51.64
5250,80.080002,54.22,54.22
5251,75.099998,56.14,44.63
5252,69.0,57.75,54.0
5253,64.190002,55.72,53.79
5254,58.02,54.75,43.0
5255,16.02,52.81,43.0
5256,1.27,43.87,37.0
5257,0.67,16.02,3.36
5258,0.59,1.27,-1.97
5259,0.07,0.67,-1.97
5260,0.04,0.59,-1.97
5261,0.04,0.07,-0.5
5262,0.09,0.04,-0.5
5263,0.84,0.04,0.04
5264,3.0,0.09,0.09
5265,22.889999,0.84,0.84
5266,23.940001,3.0,3.0
5267,23.780001,22.89,22.89
5268,32.919998,46.05,23.94
5269,27.18,46.0,23.78
5270,39.439999,46.05,32.92
5271,32.169998,46.05,27.18
5272,47.34,51.72,39.44
5273,50.240002,53.61,32.17
5274,60.509998,50.0,47.34
5275,68.050003,55.0,50.24
5276,65.900002,65.0,60.33
5277,63.73,65.0,60.83
5278,56.580002,64.0,63.38
5279,49.119999,64.0,62.15
5280,39.200001,64.0,56.58
5281,38.27,49.12,45.0
5282,31.92,39.2,20.17
5283,38.419998,38.27,-4.0
5284,52.75,31.92,-4.0
5285,70.360001,38.42,-1.5
5286,82.389999,52.75,48.0
5287,86.900002,79.94,54.0
5288,79.129997,98.06,61.79
5289,65.489998,111.9,111.9
5290,64.129997,107.57,99.93
5291,62.419998,98.1,98.1
5292,61.220001,105.01,105.01
5293,61.419998,100.84,100.84
5294,61.040001,106.95,106.95
5295,62.32,97.94,97.94
5296,74.959999,93.7,93.7
5297,91.370003,93.42,93.42
5298,102.910004,95.14,95.14
5299,107.610001,96.51,96.51
5300,103.0,98.1,98.1
5301,96.339996,72.22,69.94
5302,83.650002,72.19,69.03
5303,73.650002,69.0,67.04
5304,70.959999,61.94,59.0
5305,67.290001,64.63,61.63
5306,65.059998,64.36,62.0
5307,67.239998,64.13,62.1
5308,70.510002,66.16,63.24
5309,85.959999,67.7,64.82
5310,105.230003,67.94,66.58
5311,115.0,79.57,79.57
5312,106.349998,97.59,94.05
5313,97.279999,250.0,115.0
5314,88.120003,250.0,106.35
5315,84.599998,250.0,97.28
5316,79.910004,90.75,61.2
5317,75.889999,84.6,60.0
5318,75.489998,80.06,60.0
5319,80.349998,77.52,77.52
5320,89.510002,79.38,79.38
5321,104.540001,82.78,82.69
5322,116.290001,91.39,89.51
5323,137.169998,106.16,104.54
5324,120.0,117.0,116.29
5325,111.599998,85.03,83.64
5326,92.25,72.01,72.01
5327,91.07,70.18,70.18
5328,85.099998,67.35,64.0
5329,83.93,71.16,64.0
5330,82.099998,70.46,70.46
5331,82.32,69.74,69.74
5332,88.510002,69.91,69.91
5333,107.959999,70.23,70.23
5334,134.039993,71.72,71.72
5335,121.610001,100.0,82.21
5336,108.980003,180.0,94.85
5337,92.970001,180.0,119.94
5338,88.629997,123.05,108.98
5339,84.599998,92.97,68.0
5340,82.209999,88.63,67.7
5341,80.989998,84.6,67.7
5342,82.959999,82.21,69.0
5343,88.050003,86.6,80.99
5344,104.470001,82.96,67.0
5345,115.0,88.05,67.7
5346,128.460007,96.52,96.52
5347,140.020004,96.85,96.85
5348,125.010002,91.29,91.29
5349,117.0,90.0,76.08
5350,103.0,90.0,78.75
5351,96.669998,79.8,74.76
5352,91.699997,74.0,71.2
5353,90.050003,72.7,72.7
5354,87.0,71.89,68.0
5355,84.639999,71.44,65.0
5356,87.019997,71.17,64.0
5357,106.919998,71.38,64.0
5358,120.0,72.99,72.99
5359,120.769997,85.06,85.06
5360,109.0,97.33,97.33
5361,102.720001,120.77,120.77
5362,98.059998,109.0,109.0
5363,95.0,102.72,66.0
5364,91.940002,98.06,65.0
5365,92.989998,95.0,66.0
5366,94.949997,91.94,65.92
5367,100.910004,92.99,66.0
5368,111.400002,98.28,94.95
5369,126.790001,140.0,100.91
5370,145.0,194.96,104.09
5371,144.0,140.0,101.66
5372,133.369995,120.0,97.29
5373,119.0,120.0,87.72
5374,107.120003,85.09,85.09
5375,94.870003,76.02,76.02
5376,85.370003,71.98,66.0
5377,81.010002,73.01,66.0
5378,79.959999,71.68,66.0
5379,81.300003,71.15,66.0
5380,85.260002,70.95,66.0
5381,113.0,71.27,66.0
5382,124.0,72.08,67.0
5383,121.93,98.0,71.97
5384,109.660004,108.0,83.3
5385,99.980003,100.0,73.59
5386,88.019997,105.6,105.1
5387,85.809998,99.98,99.98
5388,85.449997,88.02,65.0
5389,74.019997,83.75,59.0
5390,73.629997,74.05,59.0
5391,74.360001,72.04,61.0
5392,86.129997,73.83,61.0
5393,104.910004,72.58,72.58
5394,117.480003,74.0,74.0
5395,115.68,76.1,76.1
5396,115.769997,73.82,73.82
5397,106.910004,70.92,55.34
5398,92.190002,71.44,52.0
5399,78.019997,66.65,-3.0
5400,75.660004,60.99,-3.0
5401,71.550003,58.65,19.0
5402,69.449997,57.51,19.0
5403,69.059998,56.38,19.0
5404,69.199997,55.41,15.51
5405,69.699997,55.02,33.0
5406,73.510002,55.88,21.0
5407,75.019997,58.07,15.0
5408,73.860001,61.22,19.0
5409,63.259998,63.89,31.49
5410,58.73,67.98,54.0
5411,53.580002,63.26,63.26
5412,52.27,59.1,30.0
5413,48.91,53.58,17.35
5414,45.580002,58.39,17.35
5415,52.200001,48.91,1.0
5416,58.849998,48.47,1.0
5417,75.120003,59.25,19.28
5418,84.849998,59.6,59.6
5419,86.43,62.62,62.62
5420,76.43,61.37,61.37
5421,75.769997,59.23,44.18
5422,58.68,72.7,62.85
5423,58.080002,71.0,60.88
5424,58.029999,57.28,29.0
5425,49.990002,49.95,29.0
5426,49.91,65.1,48.99
5427,49.900002,65.1,49.65
5428,50.759998,65.1,49.8
5429,57.59,48.97,48.97
5430,58.34,65.76,50.76
5431,57.529999,68.77,54.25
5432,53.540001,73.0,56.94
5433,53.669998,73.0,57.53
5434,54.360001,71.0,53.54
5435,54.25,53.67,42.0
5436,50.240002,54.36,34.0
5437,49.240002,71.0,54.25
5438,49.990002,71.0,0.0
5439,54.790001,49.24,0.0
5440,67.050003,49.99,20.28
5441,82.5,72.0,54.79
5442,91.989998,76.0,67.05
5443,94.949997,80.0,70.38
5444,93.449997,80.0,69.26
5445,86.769997,81.93,67.88
5446,76.949997,85.0,69.86
5447,68.190002,86.74,65.87
5448,65.029999,79.72,61.22
5449,62.080002,64.96,54.13
5450,60.130001,77.0,54.04
5451,60.82,77.0,62.08
5452,68.059998,71.0,60.13
5453,90.25,71.0,60.82
5454,100.480003,75.5,68.06
5455,96.730003,105.0,79.27
5456,89.940002,150.0,100.48
5457,95.019997,150.0,96.73
5458,98.980003,100.85,89.94
5459,95.110001,299.0,95.02
5460,94.949997,299.0,98.98
5461,89.120003,95.11,95.11
5462,86.300003,96.0,94.95
5463,81.110001,100.01,89.12
5464,86.480003,100.85,86.3
5465,74.519997,86.24,62.0
5466,78.129997,86.48,65.0
5467,79.120003,78.57,78.57
5468,76.900002,88.0,78.13
5469,68.400002,88.0,79.12
5470,60.02,80.0,76.9
5471,61.110001,80.0,68.4
5472,59.450001,77.0,60.02
5473,48.52,61.11,47.47
5474,37.59,59.45,48.0
5475,35.110001,48.52,-5.0
5476,50.060001,37.59,0.0
5477,64.349998,35.11,0.0
5478,73.489998,50.06,0.0
5479,71.169998,65.06,44.12
5480,69.300003,75.73,75.73
5481,68.839996,79.03,79.03
5482,66.110001,147.0,76.24
5483,65.519997,147.0,76.61
5484,64.900002,147.0,81.58
5485,63.389999,155.0,90.78
5486,63.59,146.0,91.15
5487,64.550003,122.0,82.36
5488,69.089996,104.0,82.78
5489,85.360001,102.0,75.39
5490,92.389999,116.0,76.11
5491,90.489998,132.0,76.42
5492,86.830002,119.0,76.75
5493,79.089996,69.11,69.11
5494,66.580002,63.8,63.8
5495,60.169998,58.83,35.0
5496,55.040001,48.58,5.0
5497,55.009998,41.98,7.0
5498,55.02,34.01,11.53
5499,55.07,7.24,5.5
5500,65.849998,2.25,2.25
5501,80.050003,1.7,1.7
5502,95.970001,14.98,9.61
5503,90.93,48.24,9.61
5504,90.290001,64.51,35.0
5505,89.610001,77.29,35.0
5506,90.059998,71.08,35.0
5507,83.690002,74.16,35.0
5508,72.540001,87.0,75.02
5509,68.010002,92.5,74.4
5510,66.75,75.0,70.44
5511,66.769997,67.13,66.63
5512,75.040001,66.75,66.75
5513,88.379997,98.0,66.11
5514,93.699997,68.19,68.19
5515,93.440002,68.66,68.66
5516,85.610001,64.93,64.93
5517,78.080002,59.41,59.41
5518,66.800003,59.47,59.47
5519,64.019997,57.13,57.13
5520,63.139999,45.01,45.01
5521,61.18,52.43,52.43
5522,59.540001,51.86,30.5
5523,59.080002,49.6,29.6
5524,64.43,47.22,47.22
5525,83.900002,46.25,46.25
5526,94.760002,43.88,43.88
5527,102.019997,56.99,56.99
5528,94.269997,75.14,75.14
5529,89.910004,85.09,85.09
5530,90.739998,90.5,90.5
5531,92.650002,119.0,89.91
5532,94.129997,90.74,90.74
5533,89.900002,92.65,92.65
5534,89.910004,94.13,70.0
5535,91.32,89.9,89.9
5536,100.510002,89.91,67.32
5537,114.940002,91.32,68.0
5538,126.779999,100.51,100.51
5539,128.119995,111.57,111.57
5540,119.610001,96.04,96.04
5541,110.07,78.47,78.47
5542,100.0,78.2,78.2
5543,95.0,57.02,57.02
5544,86.220001,45.98,19.0
5545,83.730003,44.92,0.2
5546,83.199997,51.71,0.2
5547,83.959999,51.35,0.2
5548,88.699997,62.0,31.5
5549,103.110001,62.0,52.08
5550,119.0,53.0,49.4
5551,124.739998,56.92,56.42
5552,114.0,85.03,85.03
5553,106.989998,119.92,119.92
5554,105.0,99.49,99.49
5555,99.110001,98.61,98.61
5556,90.0,85.04,85.04
5557,85.18,82.62,82.62
5558,84.809998,76.05,76.05
5559,90.010002,73.25,73.25
5560,103.309998,69.59,69.59
5561,113.269997,68.04,42.74
5562,125.220001,72.11,41.0
5563,126.139999,72.93,27.0
5564,124.93,77.86,33.2
5565,110.690002,70.09,70.09
5566,106.0,62.62,41.0
5567,102.510002,56.17,56.17
5568,95.199997,50.22,-1.5
5569,88.519997,46.66,-1.5
5570,83.309998,43.76,-1.5
5571,81.410004,43.16,10.0
5572,82.169998,42.47,22.21
5573,90.199997,42.14,42.14
5574,93.110001,36.77,36.77
5575,96.43,43.87,43.87
5576,92.400002,48.73,48.73
5577,81.949997,54.12,23.5
5578,79.110001,55.05,23.5
5579,78.790001,55.45,23.5
5580,77.059998,55.51,27.0
5581,76.589996,54.84,27.0
5582,78.059998,54.98,30.0
5583,79.989998,54.81,30.0
5584,95.269997,55.13,30.0
5585,107.919998,56.01,33.0
5586,112.080002,57.0,28.91
5587,112.169998,57.96,29.0
5588,108.0,58.31,36.5
5589,106.0,57.53,30.0
5590,96.860001,57.61,25.0
5591,84.910004,55.61,21.0
5592,78.900002,51.4,21.0
5593,74.989998,49.79,27.0
5594,72.18,46.54,27.0
5595,70.050003,44.0,27.0
5596,67.339996,43.16,27.0
5597,67.900002,42.54,27.0
5598,70.370003,43.42,27.0
5599,74.470001,43.97,23.0
5600,76.839996,50.01,22.0
5601,76.160004,52.52,22.0
5602,77.309998,56.0,55.14
5603,76.440002,62.0,56.4
5604,71.199997,59.0,56.34
5605,68.800003,59.0,55.92
5606,66.75,56.14,56.14
5607,68.599998,55.78,55.78
5608,81.589996,56.48,56.48
5609,88.019997,57.2,57.2
5610,95.0,57.79,57.79
5611,97.959999,60.41,60.41
5612,95.480003,61.09,61.09
5613,90.099998,59.0,59.0
5614,81.949997,57.63,57.63
5615,76.150002,55.59,55.59
5616,75.93,50.8,50.8
5617,75.699997,50.07,50.07
5618,73.519997,48.01,36.0
5619,75.849998,66.0,36.0
5620,78.440002,66.0,46.57
5621,94.389999,66.0,47.61
5622,111.290001,62.0,50.98
5623,115.940002,88.0,53.96
5624,114.18,167.41,72.33
5625,106.980003,321.81,73.96
5626,103.470001,321.81,73.84
5627,99.440002,215.15,72.47
5628,94.0,125.0,70.94
5629,85.690002,71.94,71.94
5630,83.949997,72.8,72.8
5631,83.949997,70.74,70.74
5632,94.959999,82.08,71.14
5633,105.0,83.0,74.85
5634,114.18,80.05,80.05
5635,110.989998,80.98,77.0
5636,102.080002,80.09,80.09
5637,93.919998,79.41,79.41
5638,83.099998,84.91,78.28
5639,80.75,85.85,64.62
5640,78.709999,57.45,57.45
5641,78.400002,64.61,64.61
5642,79.209999,62.54,62.54
5643,80.769997,74.72,62.5
5644,85.010002,83.32,61.99
5645,100.199997,83.02,63.64
5646,119.0,83.02,73.54
5647,127.050003,100.2,100.2
5648,118.260002,119.68,119.0
5649,118.220001,128.0,127.05
5650,120.18,128.0,118.26
5651,125.550003,128.0,70.55
5652,118.199997,120.18,60.8
5653,105.849998,125.55,58.0
5654,98.089996,118.2,44.58
5655,96.919998,105.85,45.0
5656,105.459999,98.09,48.42
5657,109.519997,96.92,49.67
5658,122.5,105.46,82.61
